title,judge,makes,difficulty,hands_on_time,baking_time,ingredients,recipe_image,judge_image
Steph’s Zest & Spice Hot Cross Buns,Steph,24,Easy,"45 mins, plus rising and proving",20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>520ml whole milk </p>
<p>900g strong white bread flour, sifted</p>
<p>135g golden caster sugar </p>
<p>4 tsp ground cinnamon </p>
<p>1½ tsp mixed spice</p>
<p>2 tsp salt </p>
<p>20g fast-action dried yeast </p>
<p>2 eggs </p>
<p>100g unsalted butter, softened </p>
<p>200g sultanas</p>
<p>80g dried cranberries </p>
<p>100g mixed peel</p>
<p>finely grated zest of 2 small unwaxed oranges </p>
<p>finely grated zest of 2 unwaxed lemons </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the homemade butter:</h5>
<p>300ml double cream</p>
<p>pinch of salt (optional)</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the glaze:</h5>
<p>35g caster sugar </p>
<p>1 tbsp liquid glucose or golden syrup</p>
<p>1 star anise </p>
<p>3 cloves </p>
<p>½ cinnamon stick </p>
<p>pinch of ground nutmeg </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the crosses:</h5>
<p>100g plain flour</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>Muslin square</p>
<p>2 large baking trays lined with baking paper</p>
<p>Small disposable piping bag</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/10/Hot_Cross_Buns_1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Steph-1080-100x100.jpg
"Rosie’s Salted Caramel, Chocolate & Raspberry Stack",Rosie,8–12,Needs skill,1 hr 40 mins,1 hr 30 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the salted caramel sauce:</h5>
<p>50g caster sugar</p>
<p>1 teaspoon lemon juice </p>
<p>15g unsalted butter</p>
<p>3 tbsp double cream</p>
<p>1 teaspoon fine sea salt</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the French meringue discs:</h5>
<p>150g egg whites</p>
<p>300g caster sugar</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the crème diplomat:</h5>
<p>3 large egg yolks</p>
<p>15g plain flour</p>
<p>15g corn flour</p>
<p>50g caster sugar</p>
<p>300ml whole milk</p>
<p>200ml double cream</p>
<p>4 tablespoons crème de framboise or raspberry liqueur</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the raspberry &amp; lime curd:</h5>
<p>2 large eggs</p>
<p>150g raspberries </p>
<p>75g unsalted butter</p>
<p>100g caster sugar</p>
<p>75g lime juice</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate ganache:</h5>
<p>100g double cream </p>
<p>100g 70% dark chocolate</p>
<p>1 tsp glucose syrup</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>2 tbsp pearl sugar</p>
<p>2 tbsp freeze-dried raspberries</p>
<p>3 raspberries </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>3 large baking trays, lined with baking paper drawn with a 20cm circle </p>
<p>Cocktail stick</p>
<p>Large disposable piping bag</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/10/Still-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Rosie-1080-100x100.jpg
David’s Fancy Custards,David,6,Needs skill,1 hr 45 mins,50 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the pastry:</h5>
<p>325g plain flour </p>
<p>pinch of salt</p>
<p>100g icing sugar, sifted</p>
<p>180g cold unsalted butter, diced </p>
<p>1 egg yolk</p>
<p>1 tsp cornflour</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the custard:</h5>
<p>600ml whipping cream</p>
<p>5 egg yolks </p>
<p>35g caster sugar </p>
<p>15g light brown soft sugar </p>
<p>1 tsp vanilla paste</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the royal icing:</h5>
<p>1 tbsp egg white</p>
<p>200g icing sugar, sifted </p>
<p>nude, dark brown, red and black food-colouring gels</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the fruit:</h5>
<p>Small selections of –</p>
<p>For the purple tarts: fig, blueberries, red grapes, plum or blackberries</p>
<p>For the red tarts: strawberries, raspberries, pomegranate seeds, redcurrants, watermelon slice</p>
<p>For the orange tarts: orange, papaya, apricot, nectarine, banana, sharon fruit, cantaloupe melon, physalis</p>
<p>For the green tarts: kiwi fruit, honeydew melon, white nectarine, green grapes, pear</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the glaze:</h5>
<p>½ tbsp cornflour</p>
<p>100ml apple juice </p>
<p>25g caster sugar</p>
<p>1 tbsp liquid glucose</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>12.5cm-diameter cake or tart rings (4cm deep) x 6 </p>
<p>6 squares of baking paper just larger than each tart case</p>
<p>baking beans </p>
<p>10cm paper template shaped like a lady’s head and shoulders</p>
<p>2 baking trays lined with baking paper </p>
<p>2 small piping bags fitted with fine writing nozzles </p>
<p>fine cake-decorating paint brush </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/david-fancy-tarts-forweb-S10E04.jpg,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-David-1080-100x100.jpg
"Michael’s Mango, Lime & Ginger Tarts",Michael,6,Challenging,"1 hr 45 mins, plus chilling",50 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the pastry cases:</h5>
<p>150g plain flour, sifted</p>
<p>2½ tsp ground ginger</p>
<p>pinch of salt</p>
<p>75g cold unsalted butter, diced</p>
<p>50g icing sugar, sifted </p>
<p>1 large egg yolk</p>
<p>1 egg white, beaten</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the mango &amp; lime custard:</h5>
<p>150ml double cream</p>
<p>150ml whole milk</p>
<p>4 large eggs</p>
<p>1 large egg yolk</p>
<p>60g caster sugar</p>
<p>150ml mango purée </p>
<p>finely grated zest of 1 unwaxed lime and 2 tbsp juice</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the ginger honeycomb:</h5>
<p>75g caster sugar </p>
<p>1 tsp ground ginger </p>
<p>50g golden syrup </p>
<p>¾ tsp bicarbonate of soda</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the sugared lime peel:</h5>
<p>1 lime</p>
<p>25g caster sugar</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the dark chocolate ganache:</h5>
<p>75ml double cream</p>
<p>150g 70% dark chocolate, finely chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the mango gelée:</h5>
<p>1 gelatine sheet </p>
<p>70g mango purée</p>
<p>25g caster sugar</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the white chocolate soil:</h5>
<p>60g caster sugar </p>
<p>25g white chocolate, finely chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>12cm-diameter tart tins (3cm deep) x 6</p>
<p>Sugar thermometer</p>
<p>450g loaf tin, lined with foil</p>
<p>2 baking trays lined with baking paper</p>
<p>6 squares of baking paper, just larger than the tart cases</p>
<p>Baking beans</p>
<p>Small piping bag fitted with a small closed star nozzle.</p>
<p>18cm sandwich tin </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Mango-Lime-Tarts-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Michael-1080-100x100.jpg
Steph’s Raspberry & Chocolate Fudge Cake,Steph,12,Easy,1 hr,1 hr 15 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>200g unsalted butter </p>
<p>200g 56% dark chocolate, roughly chopped</p>
<p>5g instant espresso coffee dissolved in 100ml hot water </p>
<p>110g plain flour </p>
<p>110g self-raising flour </p>
<p>25g cocoa </p>
<p>¼ tsp bicarbonate of soda </p>
<p>200g light muscovado sugar </p>
<p>200g golden caster sugar </p>
<p>3 large eggs</p>
<p>100ml buttermilk </p>
<p>180g fresh or frozen raspberries </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the ganache:</h5>
<p>50g 56% dark chocolate, roughly chopped </p>
<p>50ml double cream </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the decoration:</h5>
<p>5g freeze-dried raspberries </p>
<p>9 raspberries </p>
<p>100g slivered, raw pistachios </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>23cm 1.75–2 litre bundt tin, liberally greased with melted butter </p>
<p>Small disposable piping bag</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Raspberry-and-Chocolate-Fudge-Cake-1024x450-2.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Steph-1080-100x100.jpg
Rosie’s Limoncello & Basil Cake,Rosie,12,Easy,45 mins,1 hr,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>250g unsalted butter, softened</p>
<p>360g caster sugar</p>
<p>4 large eggs, beaten</p>
<p>360g self-raising flour, sifted</p>
<p>1½ tsp baking powder</p>
<p>30 basil leaves, very finely chopped </p>
<p>4 tbsp limoncello </p>
<p>1 tsp lemon extract </p>
<p>finely grated zest of 4 unwaxed lemons</p>
<p>pinch of salt </p>
<p>200ml soured cream</p>
<p>100ml buttermilk</p>
<p>dried rose petals, to decorate</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the limoncello glaze:</h5>
<p>50g granulated sugar, sifted</p>
<p>3 tbsp limoncello </p>
<p>2 tbsp lemon juice </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the lemon &amp; basil sugar:</h5>
<p>50g caster sugar</p>
<p>3 basil leaves</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the buttermilk icing:</h5>
<p>75g icing sugar</p>
<p>2 tsp buttermilk </p>
<p>¼ tsp lemon extract</p>
<p>2 tsp lemon juice </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>23cm 1.75–2-litre bundt tin, well greased</p>
<p>Small disposable piping bag </p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Limoncello-and-Basil-Cake-1024x450-3.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Rosie-1080-100x100.jpg
Priya’s Banana & Chocolate Cake,Priya,12,Easy,35 mins,1 hr,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>200g unsalted butter, softened</p>
<p>225g light brown soft sugar</p>
<p>2 large eggs, beaten</p>
<p>3 large ripe bananas (about 380g peeled weight), well mashed</p>
<p>1 tsp vanilla extract </p>
<p>150g set natural yogurt </p>
<p>250g plain flour, sifted</p>
<p>1 tsp bicarbonate soda</p>
<p>2 tbsp cocoa powder</p>
<p>2 tbsp whole milk </p>
<p>100g dark chocolate chips </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the toffee sauce &amp; decoration:</h5>
<p>50g caster sugar </p>
<p>15g unsalted butter</p>
<p>2 tbsp double cream</p>
<p>50g chopped walnuts</p>
<p>30g banana chips</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>23cm 1.75–2-litre bundt tin, well greased</p>
<p>2 large disposable piping bags (optional)</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Banana-and-Chocolate-Cake-1024x450-3.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Priya-1080-100x100.jpg
Henry’s Apple & Cinnamon Streusel Cake,Henry,16,Easy,50 mins,2 hrs,"[<div class=""recipe-sidebar__section__content"">
<h5>For the sponge:</h5>
<p>4 jazz apples, peeled, cored and cut into 5mm dice</p>
<p>1 tbsp lemon juice </p>
<p>380g self-raising flour</p>
<p>½ tsp baking powder</p>
<p>4 tsp ground cinnamon</p>
<p>1 tsp ground nutmeg</p>
<p>1 tsp ground ginger</p>
<p>½ tsp ground cloves</p>
<p>100g golden caster sugar</p>
<p>125g light muscovado sugar</p>
<p>125g dark muscovado sugar</p>
<p>1 tbsp vanilla paste</p>
<p>3 eggs</p>
<p>280ml vegetable oil </p>
<p>140g set natural yogurt</p>
<p>200g pecans, roughly chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the streusel topping:</h5>
<p>25g light muscovado sugar</p>
<p>25g golden caster sugar</p>
<p>20g plain flour</p>
<p>20g unsalted butter, chilled</p>
<p>½ tsp cinnamon</p>
<p>pinch of ground ginger</p>
<p>30g pecans, finely chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the dried apple slices:</h5>
<p>3 jazz apples</p>
<p>juice of ½ lemon </p>
<p>1 tsp cinnamon</p>
<p>1 tsp golden caster sugar</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the caramel drizzle:</h5>
<p>100g light muscovado sugar</p>
<p>20g unsalted butter</p>
<p>1 tsp sea-salt flakes</p>
<p>50ml double cream</p>
<p>25g icing sugar, sifted, plus extra to decorate (optional)</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>23cm 1.75–2-litre bundt tin, well greased </p>
<p>Baking sheet lined with baking paper </p>
<p>Mandolin (optional)</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Apple-and-Cinnamon-Streusel-1024x450-3.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10_Henry-1080-100x100.jpg
David’s Cinnamon Swirls,David,8,Needs skill,"1 hr 15 mins, plus rising and proving",20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>15g instant yeast</p>
<p>500g strong white bread flour</p>
<p>30g light brown soft sugar</p>
<p>1 tsp salt</p>
<p>80g finely grated carrot </p>
<p>1 tsp ground cardamom </p>
<p>finely grated zest of 2 unwaxed lemons</p>
<p>40g unsalted butter, softened</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>75g unsalted butter</p>
<p>75g light brown soft sugar </p>
<p>75g caster sugar </p>
<p>10g ground cinnamon</p>
<p>100g raisins</p>
<p>2 tbsp brandy </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the glaze:</h5>
<p>40g caster sugar</p>
<p>½ tsp malt extract </p>
<p>1 tsp ground cinnamon</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the buttercream:</h5>
<p>75g unsalted butter</p>
<p>150g icing sugar</p>
<p>1 tsp malt extract </p>
<p>1 tsp vanilla paste</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>Large baking tray lined with baking paper </p>
<p>Medium piping bag fitted with a small open star nozzle</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Cinnamon-Swirls-1024x450-1.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-David-1080-100x100.jpg
Michael’s Keralan Star Bread,Michael,8,Challenging,"1 hr, plus rising and proving","25 mins, plus 35 mins for the chutney","[<div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>500g very strong white bread flour</p>
<p>10g fast-action dried yeast </p>
<p>10g salt</p>
<p>2 tsp ground paprika</p>
<p>2 tsp ground coriander</p>
<p>1 tsp hot chilli powder </p>
<p>1 tsp crushed chilli flakes </p>
<p>30ml extra-virgin coconut oil </p>
<p>red food-colouring gel or paste</p>
<p>1 egg, beaten with a pinch of salt</p>
<p>3 tsp nigella seeds</p>
<p>handful of coriander leaves, chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the coconut chutney:</h5>
<p>200ml full-fat coconut milk</p>
<p>100g desiccated coconut </p>
<p>6 smoked garlic cloves, crushed</p>
<p>2 red chillies</p>
<p>1 tsp ground coriander</p>
<p>2 tsp coconut flavouring</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the mango chutney:</h5>
<p>150ml white wine vinegar</p>
<p>15ml lemon juice </p>
<p>150g light muscovado sugar</p>
<p>1 tsp cumin seeds</p>
<p>¾ tsp coriander seeds</p>
<p>seeds from 6 green cardamom pods </p>
<p>¾ tsp nigella seeds</p>
<p>¼ tsp ground turmeric </p>
<p>3 cloves</p>
<p>½ red chilli, deseeded and chopped </p>
<p>2 ripe alphonso mangoes (about 500g), peeled, destoned and diced</p>
<p>finely grated zest of 1 unwaxed lemon</p>
<p>½ tsp hot chilli powder</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>A large baking sheet lined with baking paper </p>
<p>A dinner plate and jam jar</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Keralan-Star-Bread-1024x450-4.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Michael-1080-100x100.jpg
"Phil’s Pancetta, Gruyère & Padano Focaccia",Phil,20,Needs skill,"45 mins, plus rising and proving",1 hr,"[<div class=""recipe-sidebar__section__content"">
<p>2 large garlic cloves, peeled </p>
<p>500g strong white bread flour</p>
<p>10g salt</p>
<p>10g fast-action dried yeast</p>
<p>10g chives, finely chopped</p>
<p>10g parsley, finely chopped </p>
<p>10g rosemary needles, plus extra sprigs to garnish</p>
<p>40ml olive oil, plus extra for frying and drizzling </p>
<p>150g diced smoked pancetta</p>
<p>150g Gruyère cheese, cut into 1cm dice </p>
<p>100g Grana Padano cheese, cut into thin slices</p>
<p>rock salt, for sprinkling</p>
<p>2–3 tbsp lemon-infused olive oil, to serve </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>Baking tray, oiled then dusted with semolina flour</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Panchetta-Gruyere-Focaccia-1024x450-4.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Phil-1080-100x100.jpg
Priya’s Smoky Jalapeño Bread,Priya,8,Challenging,"1 hr, plus rising and proving",20 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the smoky seasoning:</h5>
<p>1 tbsp smoked paprika</p>
<p>1 tbsp + 1 tsp tomato powder</p>
<p>1 tsp onion granules</p>
<p>1 tsp garlic granules </p>
<p>¼ tsp dried oregano</p>
<p>1 tsp dried chives</p>
<p>¼ tsp cayenne pepper</p>
<p>¼ tsp caster sugar </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the dough:</h5>
<p>450g strong white bread flour</p>
<p>7g fast-action dried yeast</p>
<p>1¼ tsp salt </p>
<p>1½ tsp caster sugar </p>
<p>2 tbsp smoky seasoning (see above) </p>
<p>30ml olive oil </p>
<p>40g red pepper, deseeded and diced </p>
<p>20g jalapeños, deseeded and diced, 1 whole slice reserved for garnish</p>
<p>1 egg, beaten </p>
<p>40g mature Cheddar cheese, grated</p>
<p>100g red Leicester cheese, grated</p>
<p>2 spring onions, finely chopped </p>
<p>handful of chopped coriander, to garnish </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the smoky BBQ dipping sauce:</h5>
<p>1½ tbsp olive oil</p>
<p>1 garlic clove, crushed</p>
<p>100g tomato ketchup </p>
<p>2 tbsp apple cider vinegar </p>
<p>1 tbsp dark muscovado sugar </p>
<p>1 tsp paprika</p>
<p>½ tsp smoked paprika</p>
<p>½ tsp ground cayenne pepper </p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>Large bowl, greased with olive oil</p>
<p>Pizza cutter</p>
<p>5cm round biscuit cutter </p>
<p>Oiled scissors</p>
<p>Baking tray lined with baking paper</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Smokey-Jalapeno-Bread-1024x450-3.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Priya-1080-100x100.jpg
Helena’s Wicked Witch Fingers,Helena,48,Needs skill,45 mins,15 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the biscuits:</h5>
<p>170g salted butter, softened</p>
<p>100g icing sugar, sifted</p>
<p>2 egg yolks</p>
<p>240g plain flour, sifted</p>
<p>2½ tbsp matcha powder</p>
<p>48 whole, shelled almonds (not blanched)</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the caramel:</h5>
<p>36g salted butter</p>
<p>36g dark brown soft sugar</p>
<p>200g condensed milk</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the chocolate shells:</h5>
<p>200g white chocolate</p>
<p>200g candy melts</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the decorative edible blood:</h5>
<p>50ml piping gel</p>
<p>red food-colouring gel</p>
<p>1 tbsp cocoa powder</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>12-finger silicone biscuit moulds x 4 (finger-shaped if you can find them)</p>
<p>small disposable piping bag</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Witches-Fingers-1024x450-2.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Helena-1080-100x100.jpg
Rosie’s Virgin Mojito Biscuit Bars,Rosie,12,Challenging,2 hrs 30 mins,12 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the shortbread:</h5>
<p>200g unsalted butter</p>
<p>100g caster sugar</p>
<p>300g plain flour, sifted</p>
<p>pinch of fine sea salt</p>
<p>finely grated zest of 4 unwaxed limes</p>
<p>2–3 tbsp lime juice</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the mint sugar:</h5>
<p>75g caster sugar</p>
<p>30 mint leaves</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the candied mint leaves:</h5>
<p>75g caster sugar</p>
<p>12 mint leaves</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the lime jelly:</h5>
<p>3 platinum-grade gelatine leaves</p>
<p>juice and finely grated zest of 4 unwaxed limes</p>
<p>90g jam sugar</p>
<p>lime green food-colouring paste</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the marshmallow:</h5>
<p>12g powdered gelatine</p>
<p>40g egg white</p>
<p>225g caster sugar</p>
<p>60g corn or golden syrup</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the shells:</h5>
<p>500g white chocolate</p>
<p>75g 70% dark chocolate</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>9 x 4.5cm rectangular biscuit cutter, or a 9 x 4.5cm cardboard template</p>
<p>2 baking sheets lined with baking paper</p>
<p>sugar thermometer</p>
<p>large disposable piping bag</p>
<p>small disposable piping bag</p>
<p>cocktail stick</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Mojito-Biscuit-Bars-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Rosie-1080-100x100.jpg
Michael’s Lemon & Rosemary Biscuit Bars,Michael,12,Challenging,2 hrs,15 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the shortbread:</h5>
<p>2 tsp chopped rosemary needles</p>
<p>60g caster sugar</p>
<p>finely grated zest of 1 unwaxed lemon</p>
<p>60g plain flour</p>
<p>60g self-raising flour</p>
<p>115g unsalted butter</p>
<p>50g cornflour</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the lemon curd:</h5>
<p>2 large eggs</p>
<p>100g caster sugar</p>
<p>juice and finely grated zest of 2 unwaxed lemons</p>
<p>60g unsalted butter, diced</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the shells:</h5>
<p>450g 70% dark chocolate, broken into pieces</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the meringue marshmallow:</h5>
<p>2 platinum-grade gelatine leaves</p>
<p>85g egg white</p>
<p>150g caster sugar, plus 1 tbsp for the egg white</p>
<p>1 tsp glucose</p>
<p>1 tsp Sicilian lemon extract</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>50g icing sugar</p>
<p>1 tbsp gin</p>
<p>12 rosemary sprigs</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>2 baking trays lined with baking paper</p>
<p>sugar thermometer</p>
<p>8 x 3.5cm bar moulds x 12</p>
<p>large piping bag fitted with medium round piping nozzle</p>
<p>medium piping bag fitted with a small round piping nozzle</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Lemon-Rosemary-Biscuits-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10-Michael-1080-100x100.jpg
"Henry’s Coffee, Cardamom & Hazelnut Bars",Henry,12,Challenging,2 hrs 30 mins,15 mins,"[<div class=""recipe-sidebar__section__content"">
<h5>For the shells:</h5>
<p>450g 70% dark chocolate, broken into pieces</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the shortbread:</h5>
<p>135g salted butter</p>
<p>35g caster sugar</p>
<p>15g light muscovado sugar</p>
<p>175g plain flour, sifted</p>
<p>50g rice flour</p>
<p>75g hazelnuts, roasted and chopped</p>
<p>1 egg yolk</p>
<p>½ tsp vanilla paste</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the coffee &amp; cardamom mousse:</h5>
<p>3 platinum-grade gelatine leaves</p>
<p>2 egg yolks</p>
<p>75g golden caster sugar</p>
<p>100ml double cream</p>
<p>2 egg whites</p>
<p>2 tbsp instant coffee granules</p>
<p>50ml boiling water</p>
<p>1 tbsp coffee-flavoured rum liqueur or Irish cream liqueur</p>
<p>generous pinch of ground cardamom</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the caramelised hazelnuts:</h5>
<p>50g caster sugar</p>
<p>12 whole hazelnuts</p>
<p>35g hazelnuts, roasted and chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the filling:</h5>
<p>150g milk chocolate</p>
<p>35g hazelnuts, roasted and chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>For the ganache:</h5>
<p>50ml double cream</p>
<p>5g unsalted butter</p>
<p>pinch of ground cardamom</p>
<p>50g milk chocolate, chopped</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>To decorate:</h5>
<p>12 coffee beans</p>
<p>1 sheet of gold leaf</p>
</div>, <div class=""recipe-sidebar__section__content"">
<h5>You will need:</h5>
<p>sugar thermometer</p>
<p>small pastry paintbrush</p>
<p>buche moulds (you will need 12 hollows)</p>
<p>piece of card to make a template</p>
<p>2 baking trays lined with baking paper</p>
<p>small piping bag fitted with a small open star nozzle</p>
</div>]",https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/09/Coffee-Cardamon-Bars-1024x450.png,https://thegreatbritishbakeoff.co.uk/wp-content/uploads/2019/08/GBBO-Bakers-S10_Henry-1080-100x100.jpg
